at,open,high,low,close,vol,Date,symbol,macNorm,trigger,7ema,5sma,rsi,sma_rsi,atr,adx
1656818700000,1059.88,1061.74,1059.88,1061.63,670.6195,2022-07-03 03:25:00,ETH/USDT,,0.0,1060.4685714285713,1060.5806666666665,53.70286233530235,,1.8885714285714,36.38879269793771
1656819000000,1061.63,1062.34,1060.63,1061.72,979.0049,2022-07-03 03:30:00,ETH/USDT,,0.0,1060.8025,1061.044,56.63338088445064,,1.8864285714285285,35.719705378291394
1656819300000,1061.72,1063.37,1061.54,1063.03,975.6138,2022-07-03 03:35:00,ETH/USDT,,0.0,1061.4371428571428,1061.8646666666666,63.283867879367946,,1.9157142857142324,34.68511249997115
1656819600000,1063.03,1066.18,1063.03,1065.74,2382.009,2022-07-03 03:40:00,ETH/USDT,,0.0,1062.6435714285715,1063.2746666666667,71.95121951219508,,1.9799999999999531,33.25436827847504
1656819900000,1065.75,1066.06,1062.57,1063.63,2027.3106,2022-07-03 03:45:00,ETH/USDT,0.9987087308454334,0.0768237485265718,1063.1364285714285,1063.6846666666668,64.23043852106646,,2.1364285714285285,31.75558482613728
1656820200000,1063.64,1063.64,1062.11,1062.35,377.5213,2022-07-03 03:50:00,ETH/USDT,0.9857537704361976,0.15265096163704855,1063.119642857143,1063.4180000000001,61.786600496277394,,2.1814285714285364,30.293848119030503
1656820500000,1062.35,1063.84,1062.2,1062.45,749.3755,2022-07-03 03:55:00,ETH/USDT,0.9750151824912514,0.22765212952099095,1063.09,1063.1366666666665,61.24161073825501,,2.176428571428541,28.86136032973313
1656820800000,1062.44,1065.33,1062.44,1065.33,1484.1553,2022-07-03 04:00:00,ETH/USDT,0.9987764180475247,0.30448108475541596,1063.6885714285713,1063.7666666666667,65.250094020308,,2.2335714285713784,27.922621354845248
1656821100000,1065.33,1066.31,1064.3,1066.03,1379.1024,2022-07-03 04:05:00,ETH/USDT,0.9988497559741969,0.3813156813688157,1064.33,1064.4766666666667,64.63834672789852,,2.2849999999999517,27.28055992177454
1656821400000,1066.03,1068.83,1065.75,1066.81,1358.871,2022-07-03 04:10:00,ETH/USDT,0.998915997552984,0.458155373488276,1065.0125,1065.4273333333333,65.06616257088824,,2.4099999999999517,27.22271861362739
1656821700000,1066.8,1067.25,1066.12,1066.8,811.7483,2022-07-03 04:15:00,ETH/USDT,0.998958397218654,0.5349983271204801,1065.5575,1066.1626666666666,64.23047177107463,,2.3935714285713794,27.167631653487245
1656822000000,1066.8,1066.93,1064.96,1066.36,902.4001,2022-07-03 04:20:00,ETH/USDT,0.998975777504628,0.6118426176977592,1065.9546428571427,1066.4546666666668,63.15589353612118,,2.2528571428571076,26.727884390137405
1656822300000,1066.36,1067.09,1066.13,1066.25,497.8886,2022-07-03 04:25:00,ETH/USDT,0.9989819545562293,0.6886873834328539,1066.2267857142856,1066.4493333333332,61.371698856917426,,2.062857142857102,26.34525281378814
1656822600000,1066.26,1066.26,1064.57,1065.05,540.4822,2022-07-03 04:30:00,ETH/USDT,0.9501667423356857,0.7617771328432912,1066.0596428571428,1065.9826666666665,57.19844357976648,,2.0671428571428287,25.491581792289697
1656822900000,1065.04,1066.93,1065.02,1066.16,1553.9428,2022-07-03 04:35:00,ETH/USDT,0.9474921935494351,0.8346611477317093,1066.0771428571427,1065.9513333333334,58.8938714499251,,2.07071428571427,24.84240703765304
1656823200000,1066.16,1066.49,1065.84,1066.28,399.0061,2022-07-03 04:40:00,ETH/USDT,0.941120575276222,0.9070550381375724,1066.095,1066.0033333333333,59.077380952380615,,1.9950000000000045,24.224145366570507
1656823500000,1066.29,1066.29,1058.06,1058.28,3169.6165,2022-07-03 04:45:00,ETH/USDT,0.6030764340747756,0.9534455330664013,1064.1039285714285,1063.4233333333334,47.33233979135626,,2.452142857142868,24.235837452699165
1656823800000,1058.28,1058.34,1043.66,1044.04,13205.4841,2022-07-03 04:50:00,ETH/USDT,-0.2476023681173214,0.8575754485308049,1058.8574999999998,1056.6353333333334,31.947110258050728,,3.2757142857142787,25.63869157247247
1656824100000,1044.03,1073.18,1040.78,1073.17,25584.1299,2022-07-03 04:55:00,ETH/USDT,0.2716256511135844,0.8026425162752193,1061.7064285714284,1061.038,58.71938232161882,,5.340714285714284,24.81471152298706
1656824400000,1073.08,1088.34,1071.33,1077.95,30155.8538,2022-07-03 05:00:00,ETH/USDT,0.8723792123649603,0.79474744165012,1065.507142857143,1066.4926666666665,60.964249748237705,,6.446428571428555,24.476593518571008
1656824700000,1077.95,1083.1,1076.76,1078.79,8903.4172,2022-07-03 05:05:00,ETH/USDT,0.999141130805367,0.7947754964776462,1069.1,1071.4413333333332,63.110029460740385,,6.782142857142844,24.154576371508096
1656825000000,1078.78,1078.86,1071.48,1072.13,7211.7067,2022-07-03 05:10:00,ETH/USDT,0.9991785520555285,0.7948007884839026,1070.5371428571427,1073.336,56.62915851272026,,7.102857142857131,23.37409139898194
1656825300000,1072.12,1074.02,1066.99,1069.99,9022.3117,2022-07-03 05:15:00,ETH/USDT,0.9856187709627122,0.7937779249000354,1071.2260714285715,1073.594,56.128015517032296,,7.4614285714285575,22.27065376590911
1656825600000,1069.99,1074.76,1069.26,1070.84,2925.6673,2022-07-03 05:20:00,ETH/USDT,0.990171890751979,0.7931020397872144,1071.9950000000001,1072.4053333333334,55.644074028679874,,7.6342857142857055,21.276780477758603
1656825900000,1070.84,1071.68,1063.45,1065.19,4619.578,2022-07-03 05:25:00,ETH/USDT,0.7976306103878315,0.7776139500089992,1070.9028571428573,1069.4886666666669,51.99082042455537,,8.141428571428557,20.63158455652096
1656826200000,1065.24,1067.08,1062.44,1064.15,4388.6471,2022-07-03 05:30:00,ETH/USDT,0.6018826807082702,0.7470678520206946,1068.7953571428573,1067.076,50.64456721915292,,8.33214285714283,20.0881356690699
1656826500000,1064.14,1064.83,1059.8,1062.15,4906.2869,2022-07-03 05:35:00,ETH/USDT,0.3745994700822819,0.7027934464627404,1066.51,1064.9726666666668,47.916908436811,,8.622857142857129,19.754195723378523
1656826800000,1062.14,1063.67,1060.41,1063.62,2710.2565,2022-07-03 05:40:00,ETH/USDT,0.23836746440944645,0.648245390375049,1065.1564285714287,1064.0246666666667,49.99415409797719,,8.734999999999982,19.436157679862927
1656827100000,1063.62,1068.1,1062.4,1064.89,4549.4754,2022-07-03 05:45:00,ETH/USDT,0.1691400218063237,0.5888622708773645,1064.6621428571427,1063.9246666666668,51.48503274087945,,9.005714285714248,18.7409429454878
1656827400000,1064.9,1068.05,1062.6,1063.23,3058.3275,2022-07-03 05:50:00,ETH/USDT,0.057853822828743295,0.5469220700122851,1064.0114285714285,1063.6680000000001,50.447864033073024,,9.348571428571388,18.078833674654344
1656827700000,1063.23,1063.3,1056.8,1058.64,4297.1925,2022-07-03 05:55:00,ETH/USDT,-0.18121081089743185,0.5520291128753536,1062.4546428571427,1062.012,46.23268386079522,,9.224999999999957,17.87949134308016
1656828000000,1058.63,1060.02,1057.46,1057.58,2332.0195,2022-07-03 06:00:00,ETH/USDT,-0.40276336178277317,0.5001530349602491,1061.0685714285714,1060.37,45.260796410543996,,8.35928571428568,17.6896415034857
1656828300000,1057.58,1060.31,1057.41,1059.72,2020.8861,2022-07-03 06:05:00,ETH/USDT,-0.5116201503213811,0.3936915455228383,1060.4892857142856,1059.746,46.083305712076054,,6.252142857142807,17.480529996378294
1656828600000,1059.71,1060.96,1056.91,1060.07,2945.698,2022-07-03 06:10:00,ETH/USDT,-0.5937579264255706,0.2711608488127662,1060.155714285714,1059.4986666666666,46.29609246009905,,5.326428571428518,17.215920048521543
1656828900000,1060.07,1063.26,1059.29,1061.15,2573.5312,2022-07-03 06:15:00,ETH/USDT,-0.6591486301838876,0.14359721940973413,1060.1664285714285,1059.9326666666666,47.152694283528355,50.10950170702091,5.157142857142811,16.734028669879834
1656829200000,1061.15,1062.85,1059.99,1062.61,1085.2662,2022-07-03 06:20:00,ETH/USDT,-0.6783146661722625,0.015602339630120707,1060.6303571428573,1060.992,48.0396380870314,50.408525220729494,4.83428571428567,16.27508449974487
1656829500000,1062.61,1065.15,1061.62,1063.63,3729.9062,2022-07-03 06:25:00,ETH/USDT,-0.6776652912584444,-0.11269282821683493,1061.4307142857142,1062.1266666666668,49.23375782430399,50.74880523417843,4.584285714285686,15.606490447788902
1656829800000,1063.62,1064.9,1063.14,1064.37,1126.5394,2022-07-03 06:30:00,ETH/USDT,-0.6499882879049655,-0.22404812808551164,1062.4017857142858,1063.1046666666666,49.03023079423546,51.10527535764211,4.317142857142828,14.969734207830836
1656830100000,1064.36,1064.47,1063.68,1064.46,508.8296,2022-07-03 06:35:00,ETH/USDT,-0.6234649659011413,-0.3183056393631587,1063.1907142857144,1063.8026666666667,49.0136570561457,51.403508139518195,3.785714285714253,14.363299693585057
1656830400000,1064.47,1065.2,1062.74,1062.75,1434.251,2022-07-03 06:40:00,ETH/USDT,-0.6126583907022728,-0.3942485517312014,1063.3064285714286,1063.638,52.599744096777954,51.77005719094762,3.629999999999979,13.88362654029593
1656830700000,1062.75,1063.01,1061.57,1061.93,1240.7451,2022-07-03 06:45:00,ETH/USDT,-0.634785672565487,-0.4614141776523501,1063.1089285714286,1063.0933333333332,62.32942798070304,52.325062187678746,3.3735714285714136,13.548681480950217
1656831000000,1061.94,1065.5,1058.85,1064.73,2473.1569,2022-07-03 06:50:00,ETH/USDT,-0.5315259414278166,-0.5153115594395916,1063.545,1063.5273333333332,40.86975335352652,52.56113052042527,3.615714285714278,13.501512120643186
1656831300000,1064.72,1065.8,1063.73,1064.52,1576.0297,2022-07-03 06:55:00,ETH/USDT,-0.45634772076066976,-0.5548655243310849,1063.8007142857143,1063.818,33.87755102040803,52.52434537923028,3.356428571428572,13.418818288388357
1656831600000,1064.52,1064.89,1063.57,1063.84,886.4884,2022-07-03 07:00:00,ETH/USDT,-0.42379919146808553,-0.573526168990366,1063.8182142857142,1063.872,31.98361050855623,52.37342014146943,3.0614285714285807,13.35657792565125
1656831900000,1063.83,1063.94,1062.56,1063.0,840.9195,2022-07-03 07:05:00,ETH/USDT,-0.4318986462457334,-0.5757673447182861,1063.6182142857144,1063.6873333333333,37.20213064199595,52.25808858052342,2.6957142857143026,13.403570340752827
1656832200000,1063.01,1063.94,1062.13,1062.13,769.3016,2022-07-03 07:10:00,ETH/USDT,-0.4731841091745026,-0.5728107261685261,1063.2496428571428,1063.1960000000001,38.575581395348934,52.080244967227,2.6421428571428742,13.494104508607908
1656832500000,1062.14,1062.49,1060.0,1061.49,1798.4435,2022-07-03 07:15:00,ETH/USDT,-0.5305369067927791,-0.5679475708121575,1062.8042857142857,1062.478,36.32641123135435,51.939347937962324,2.61285714285717,13.802776162950996
1656832800000,1061.49,1064.56,1060.87,1062.01,1360.827,2022-07-03 07:20:00,ETH/USDT,-0.5514512572630252,-0.5596631575105527,1062.5339285714285,1062.1493333333333,44.52856159669642,51.85417519278597,2.5871428571428914,13.792334095864849
1656833100000,1062.0,1062.03,1059.92,1061.52,1523.3966,2022-07-03 07:25:00,ETH/USDT,-0.5855500361080261,-0.5525274167363807,1062.1382142857144,1061.8246666666666,45.38758330410367,51.77866733623842,2.4542857142857395,13.885404147698488
1656833400000,1061.51,1061.6,1059.91,1060.86,1152.7368,2022-07-03 07:30:00,ETH/USDT,-0.6367321234674918,-0.549378711521692,1061.692142857143,1061.4346666666665,47.626058152373616,51.81357425757192,2.370714285714306,13.975152067888397
1656833700000,1060.86,1063.61,1060.67,1063.38,1162.4018,2022-07-03 07:35:00,ETH/USDT,-0.5679731143674972,-0.5430698520188099,1062.0067857142856,1062.0273333333332,49.57476966690331,51.960912837899436,2.328571428571422,13.756545087764934
1656834000000,1063.37,1064.37,1062.53,1063.9,1178.2791,2022-07-03 07:40:00,ETH/USDT,-0.48905853995369697,-0.5327308961766988,1062.4678571428572,1062.71,48.19803421914818,51.97831600752237,2.3342857142857025,13.436726558300842
1656834300000,1063.89,1063.9,1061.37,1061.41,1096.2623,2022-07-03 07:45:00,ETH/USDT,-0.5287385475614372,-0.5262755236274037,1062.2742857142857,1062.402,46.78445229681994,51.9813906898824,2.458571428571434,13.279116526358647
1656834600000,1061.41,1064.0,1061.4,1063.82,1066.3237,2022-07-03 07:50:00,ETH/USDT,-0.4568397208929902,-0.5125873734987502,1062.7089285714285,1062.9373333333335,59.91577335375147,52.13919417941513,2.468571428571425,13.113297889457813
